Start,Meter,kWh,kW
"01/16/2025 8:45:00 AM","Meter #80395501 - Off-Peak","0.39","1.55"
"01/16/2025 8:45:00 AM","Meter #80395501g - Off-Peak","0.00",""
"01/16/2025 9:00:00 AM","Meter #80395501 - Off-Peak","0.37","1.49"
"01/16/2025 9:00:00 AM","Meter #80395501g - Off-Peak","0.00",""
"01/16/2025 9:15:00 AM","Meter #80395501 - Off-Peak","0.39","1.57"
"01/16/2025 9:15:00 AM","Meter #80395501g - Off-Peak","0.00",""
"01/16/2025 9:30:00 AM","Meter #80395501 - Off-Peak","0.41","1.63"
"01/16/2025 9:30:00 AM","Meter #80395501g - Off-Peak","0.00",""
"01/16/2025 9:45:00 AM","Meter #80395501 - Off-Peak","0.38","1.53"
"01/16/2025 9:45:00 AM","Meter #80395501g - Off-Peak","0.00",""
"01/16/2025 10:00:00 AM","Meter #80395501 - Off-Peak","0.41","1.62"
"01/16/2025 10:00:00 AM","Meter #80395501g - Off-Peak","0.00",""
"01/16/2025 10:15:00 AM","Meter #80395501 - Off-Peak","0.44","1.75"
"01/16/2025 10:15:00 AM","Meter #80395501g - Off-Peak","0.00",""
"01/16/2025 10:30:00 AM","Meter #80395501 - Off-Peak","0.42","1.70"
"01/16/2025 10:30:00 AM","Meter #80395501g - Off-Peak","0.00",""
"01/16/2025 10:45:00 AM","Meter #80395501 - Off-Peak","0.42","1.68"
"01/16/2025 10:45:00 AM","Meter #80395501g - Off-Peak","0.00",""
"01/16/2025 11:00:00 AM","Meter #80395501 - Off-Peak","0.43","1.72"
"01/16/2025 11:00:00 AM","Meter #80395501g - Off-Peak","0.00",""
"01/16/2025 11:15:00 AM","Meter #80395501 - Off-Peak","0.28","1.14"
"01/16/2025 11:15:00 AM","Meter #80395501g - Off-Peak","0.00",""
"01/16/2025 11:30:00 AM","Meter #80395501 - Off-Peak","0.52","2.06"
"01/16/2025 11:30:00 AM","Meter #80395501g - Off-Peak","0.00",""
"01/16/2025 11:45:00 AM","Meter #80395501 - Off-Peak","0.84","3.35"
"01/16/2025 11:45:00 AM","Meter #80395501g - Off-Peak","0.00",""
"01/16/2025 12:00:00 PM","Meter #80395501 - Off-Peak","0.83","3.31"
"01/16/2025 12:00:00 PM","Meter #80395501g - Off-Peak","0.00",""
"01/16/2025 12:15:00 PM","Meter #80395501 - Off-Peak","1.02","4.09"
"01/16/2025 12:15:00 PM","Meter #80395501g - Off-Peak","0.00",""
"01/16/2025 12:30:00 PM","Meter #80395501 - Off-Peak","1.03","4.10"
"01/16/2025 12:30:00 PM","Meter #80395501g - Off-Peak","0.00",""
"01/16/2025 12:45:00 PM","Meter #80395501 - Off-Peak","1.10","4.39"
"01/16/2025 12:45:00 PM","Meter #80395501g - Off-Peak","0.00",""
"01/16/2025 1:00:00 PM","Meter #80395501 - Off-Peak","1.03","4.10"
"01/16/2025 1:00:00 PM","Meter #80395501g - Off-Peak","0.00",""
"01/16/2025 1:15:00 PM","Meter #80395501 - Off-Peak","1.26","5.05"
"01/16/2025 1:15:00 PM","Meter #80395501g - Off-Peak","0.00",""
"01/16/2025 1:30:00 PM","Meter #80395501 - Off-Peak","1.31","5.24"
"01/16/2025 1:30:00 PM","Meter #80395501g - Off-Peak","0.00",""
"01/16/2025 1:45:00 PM","Meter #80395501 - Off-Peak","1.20","4.80"
"01/16/2025 1:45:00 PM","Meter #80395501g - Off-Peak","0.00",""
"01/16/2025 2:00:00 PM","Meter #80395501 - Off-Peak","1.04","4.17"
"01/16/2025 2:00:00 PM","Meter #80395501g - Off-Peak","0.00",""
"01/16/2025 2:15:00 PM","Meter #80395501 - Off-Peak","1.04","4.14"
"01/16/2025 2:15:00 PM","Meter #80395501g - Off-Peak","0.00",""
"01/16/2025 2:30:00 PM","Meter #80395501 - Off-Peak","1.20","4.80"
"01/16/2025 2:30:00 PM","Meter #80395501g - Off-Peak","0.00",""
"01/16/2025 2:45:00 PM","Meter #80395501 - Off-Peak","1.34","5.36"
"01/16/2025 2:45:00 PM","Meter #80395501g - Off-Peak","0.00",""
"01/16/2025 3:00:00 PM","Meter #80395501 - On-Peak","1.07","4.26"
"01/16/2025 3:00:00 PM","Meter #80395501g - On-Peak","0.00",""
"01/16/2025 3:15:00 PM","Meter #80395501 - On-Peak","1.02","4.07"
"01/16/2025 3:15:00 PM","Meter #80395501g - On-Peak","0.00",""
"01/16/2025 3:30:00 PM","Meter #80395501 - On-Peak","1.03","4.11"
"01/16/2025 3:30:00 PM","Meter #80395501g - On-Peak","0.00",""
"01/16/2025 3:45:00 PM","Meter #80395501 - On-Peak","1.02","4.07"
"01/16/2025 3:45:00 PM","Meter #80395501g - On-Peak","0.00",""
"01/16/2025 4:00:00 PM","Meter #80395501 - On-Peak","1.02","4.08"
"01/16/2025 4:00:00 PM","Meter #80395501g - On-Peak","0.00",""
"01/16/2025 4:15:00 PM","Meter #80395501 - On-Peak","1.03","4.12"
"01/16/2025 4:15:00 PM","Meter #80395501g - On-Peak","0.00",""
"01/16/2025 4:30:00 PM","Meter #80395501 - On-Peak","1.02","4.07"
"01/16/2025 4:30:00 PM","Meter #80395501g - On-Peak","0.00",""
"01/16/2025 4:45:00 PM","Meter #80395501 - On-Peak","1.01","4.03"
"01/16/2025 4:45:00 PM","Meter #80395501g - On-Peak","0.00",""
"01/16/2025 5:00:00 PM","Meter #80395501 - On-Peak","1.01","4.04"
"01/16/2025 5:00:00 PM","Meter #80395501g - On-Peak","0.00",""
"01/16/2025 5:15:00 PM","Meter #80395501 - On-Peak","1.05","4.20"
"01/16/2025 5:15:00 PM","Meter #80395501g - On-Peak","0.00",""
"01/16/2025 5:30:00 PM","Meter #80395501 - On-Peak","1.03","4.14"
"01/16/2025 5:30:00 PM","Meter #80395501g - On-Peak","0.00",""
"01/16/2025 5:45:00 PM","Meter #80395501 - On-Peak","0.80","3.22"
"01/16/2025 5:45:00 PM","Meter #80395501g - On-Peak","0.00",""
"01/16/2025 6:00:00 PM","Meter #80395501 - On-Peak","0.81","3.24"
"01/16/2025 6:00:00 PM","Meter #80395501g - On-Peak","0.00",""
"01/16/2025 6:15:00 PM","Meter #80395501 - On-Peak","0.90","3.59"
"01/16/2025 6:15:00 PM","Meter #80395501g - On-Peak","0.00",""
"01/16/2025 6:30:00 PM","Meter #80395501 - On-Peak","1.06","4.24"
"01/16/2025 6:30:00 PM","Meter #80395501g - On-Peak","0.00",""
"01/16/2025 6:45:00 PM","Meter #80395501 - On-Peak","1.06","4.23"
"01/16/2025 6:45:00 PM","Meter #80395501g - On-Peak","0.00",""
"01/16/2025 7:00:00 PM","Meter #80395501 - Off-Peak","1.07","4.27"
"01/16/2025 7:00:00 PM","Meter #80395501g - Off-Peak","0.00",""
"01/16/2025 7:15:00 PM","Meter #80395501 - Off-Peak","1.07","4.27"
"01/16/2025 7:15:00 PM","Meter #80395501g - Off-Peak","0.00",""
"01/16/2025 7:30:00 PM","Meter #80395501 - Off-Peak","1.08","4.31"
"01/16/2025 7:30:00 PM","Meter #80395501g - Off-Peak","0.00",""
"01/16/2025 7:45:00 PM","Meter #80395501 - Off-Peak","1.07","4.27"
"01/16/2025 7:45:00 PM","Meter #80395501g - Off-Peak","0.00",""
"01/16/2025 8:00:00 PM","Meter #80395501 - Off-Peak","1.33","5.33"
"01/16/2025 8:00:00 PM","Meter #80395501g - Off-Peak","0.00",""
"01/16/2025 8:15:00 PM","Meter #80395501 - Off-Peak","1.13","4.53"
"01/16/2025 8:15:00 PM","Meter #80395501g - Off-Peak","0.00",""
"01/16/2025 8:30:00 PM","Meter #80395501 - Off-Peak","1.09","4.36"
"01/16/2025 8:30:00 PM","Meter #80395501g - Off-Peak","0.00",""
"01/16/2025 8:45:00 PM","Meter #80395501 - Off-Peak","0.88","3.53"
"01/16/2025 8:45:00 PM","Meter #80395501g - Off-Peak","0.00",""
"01/16/2025 9:00:00 PM","Meter #80395501 - Off-Peak","0.87","3.50"
"01/16/2025 9:00:00 PM","Meter #80395501g - Off-Peak","0.00",""
"01/16/2025 9:15:00 PM","Meter #80395501 - Off-Peak","0.94","3.75"
"01/16/2025 9:15:00 PM","Meter #80395501g - Off-Peak","0.00",""
"01/16/2025 9:30:00 PM","Meter #80395501 - Off-Peak","0.95","3.79"
"01/16/2025 9:30:00 PM","Meter #80395501g - Off-Peak","0.00",""
"01/16/2025 9:45:00 PM","Meter #80395501 - Off-Peak","0.97","3.88"
"01/16/2025 9:45:00 PM","Meter #80395501g - Off-Peak","0.00",""
"01/16/2025 10:00:00 PM","Meter #80395501 - Off-Peak","0.99","3.96"
"01/16/2025 10:00:00 PM","Meter #80395501g - Off-Peak","0.00",""
"01/16/2025 10:15:00 PM","Meter #80395501 - Off-Peak","1.00","3.99"
"01/16/2025 10:15:00 PM","Meter #80395501g - Off-Peak","0.00",""
"01/16/2025 10:30:00 PM","Meter #80395501 - Off-Peak","0.97","3.89"
"01/16/2025 10:30:00 PM","Meter #80395501g - Off-Peak","0.00",""
"01/16/2025 10:45:00 PM","Meter #80395501 - Off-Peak","0.96","3.84"
"01/16/2025 10:45:00 PM","Meter #80395501g - Off-Peak","0.00",""
"01/16/2025 11:00:00 PM","Meter #80395501 - Off-Peak","0.93","3.71"
"01/16/2025 11:00:00 PM","Meter #80395501g - Off-Peak","0.00",""
"01/16/2025 11:15:00 PM","Meter #80395501 - Off-Peak","0.92","3.70"
"01/16/2025 11:15:00 PM","Meter #80395501g - Off-Peak","0.00",""
"01/16/2025 11:30:00 PM","Meter #80395501 - Off-Peak","0.92","3.68"
"01/16/2025 11:30:00 PM","Meter #80395501g - Off-Peak","0.00",""
"01/16/2025 11:45:00 PM","Meter #80395501 - Off-Peak","0.92","3.69"
"01/16/2025 11:45:00 PM","Meter #80395501g - Off-Peak","0.00",""
"01/17/2025 12:00:00 AM","Meter #80395501 - Off-Peak","0.93","3.73"
"01/17/2025 12:00:00 AM","Meter #80395501g - Off-Peak","0.00",""
"01/17/2025 12:15:00 AM","Meter #80395501 - Off-Peak","0.93","3.72"
"01/17/2025 12:15:00 AM","Meter #80395501g - Off-Peak","0.00",""
"01/17/2025 12:30:00 AM","Meter #80395501 - Off-Peak","0.96","3.82"
"01/17/2025 12:30:00 AM","Meter #80395501g - Off-Peak","0.00",""
"01/17/2025 12:45:00 AM","Meter #80395501 - Off-Peak","0.94","3.77"
"01/17/2025 12:45:00 AM","Meter #80395501g - Off-Peak","0.00",""
"01/17/2025 1:00:00 AM","Meter #80395501 - Off-Peak","0.98","3.91"
"01/17/2025 1:00:00 AM","Meter #80395501g - Off-Peak","0.00",""
"01/17/2025 1:15:00 AM","Meter #80395501 - Off-Peak","0.80","3.20"
"01/17/2025 1:15:00 AM","Meter #80395501g - Off-Peak","0.00",""
"01/17/2025 1:30:00 AM","Meter #80395501 - Off-Peak","0.76","3.03"
"01/17/2025 1:30:00 AM","Meter #80395501g - Off-Peak","0.00",""
"01/17/2025 1:45:00 AM","Meter #80395501 - Off-Peak","0.77","3.09"
"01/17/2025 1:45:00 AM","Meter #80395501g - Off-Peak","0.00",""
"01/17/2025 2:00:00 AM","Meter #80395501 - Off-Peak","0.96","3.85"
"01/17/2025 2:00:00 AM","Meter #80395501g - Off-Peak","0.00",""
"01/17/2025 2:15:00 AM","Meter #80395501 - Off-Peak","0.96","3.83"
"01/17/2025 2:15:00 AM","Meter #80395501g - Off-Peak","0.00",""
"01/17/2025 2:30:00 AM","Meter #80395501 - Off-Peak","0.96","3.84"
"01/17/2025 2:30:00 AM","Meter #80395501g - Off-Peak","0.00",""
"01/17/2025 2:45:00 AM","Meter #80395501 - Off-Peak","0.94","3.75"
"01/17/2025 2:45:00 AM","Meter #80395501g - Off-Peak","0.00",""
"01/17/2025 3:00:00 AM","Meter #80395501 - Off-Peak","0.92","3.70"
"01/17/2025 3:00:00 AM","Meter #80395501g - Off-Peak","0.00",""
"01/17/2025 3:15:00 AM","Meter #80395501 - Off-Peak","0.93","3.72"
"01/17/2025 3:15:00 AM","Meter #80395501g - Off-Peak","0.00",""
"01/17/2025 3:30:00 AM","Meter #80395501 - Off-Peak","0.93","3.73"
"01/17/2025 3:30:00 AM","Meter #80395501g - Off-Peak","0.00",""
"01/17/2025 3:45:00 AM","Meter #80395501 - Off-Peak","0.93","3.72"
"01/17/2025 3:45:00 AM","Meter #80395501g - Off-Peak","0.00",""
"01/17/2025 4:00:00 AM","Meter #80395501 - Off-Peak","0.95","3.81"
"01/17/2025 4:00:00 AM","Meter #80395501g - Off-Peak","0.00",""
"01/17/2025 4:15:00 AM","Meter #80395501 - Off-Peak","0.96","3.84"
"01/17/2025 4:15:00 AM","Meter #80395501g - Off-Peak","0.00",""
"01/17/2025 4:30:00 AM","Meter #80395501 - Off-Peak","0.96","3.84"
"01/17/2025 4:30:00 AM","Meter #80395501g - Off-Peak","0.00",""
"01/17/2025 4:45:00 AM","Meter #80395501 - Off-Peak","0.94","3.78"
"01/17/2025 4:45:00 AM","Meter #80395501g - Off-Peak","0.00",""
"01/17/2025 5:00:00 AM","Meter #80395501 - Off-Peak","0.77","3.07"
"01/17/2025 5:00:00 AM","Meter #80395501g - Off-Peak","0.00",""
"01/17/2025 5:15:00 AM","Meter #80395501 - Off-Peak","0.74","2.98"
"01/17/2025 5:15:00 AM","Meter #80395501g - Off-Peak","0.00",""
"01/17/2025 5:30:00 AM","Meter #80395501 - Off-Peak","0.72","2.89"
"01/17/2025 5:30:00 AM","Meter #80395501g - Off-Peak","0.00",""
"01/17/2025 5:45:00 AM","Meter #80395501 - Off-Peak","0.83","3.33"
"01/17/2025 5:45:00 AM","Meter #80395501g - Off-Peak","0.00",""
"01/17/2025 6:00:00 AM","Meter #80395501 - Off-Peak","0.93","3.72"
"01/17/2025 6:00:00 AM","Meter #80395501g - Off-Peak","0.00",""
"01/17/2025 6:15:00 AM","Meter #80395501 - Off-Peak","0.93","3.71"
"01/17/2025 6:15:00 AM","Meter #80395501g - Off-Peak","0.00",""
"01/17/2025 6:30:00 AM","Meter #80395501 - Off-Peak","0.90","3.61"
"01/17/2025 6:30:00 AM","Meter #80395501g - Off-Peak","0.00",""
"01/17/2025 6:45:00 AM","Meter #80395501 - Off-Peak","0.97","3.89"
"01/17/2025 6:45:00 AM","Meter #80395501g - Off-Peak","0.00",""
"01/17/2025 7:00:00 AM","Meter #80395501 - Off-Peak","1.01","4.05"
"01/17/2025 7:00:00 AM","Meter #80395501g - Off-Peak","0.00",""
"01/17/2025 7:15:00 AM","Meter #80395501 - Off-Peak","1.22","4.86"
"01/17/2025 7:15:00 AM","Meter #80395501g - Off-Peak","0.00",""
"01/17/2025 7:30:00 AM","Meter #80395501 - Off-Peak","1.07","4.28"
"01/17/2025 7:30:00 AM","Meter #80395501g - Off-Peak","0.00",""
"01/17/2025 7:45:00 AM","Meter #80395501 - Off-Peak","1.00","4.00"
"01/17/2025 7:45:00 AM","Meter #80395501g - Off-Peak","0.00",""
"01/17/2025 8:00:00 AM","Meter #80395501 - Off-Peak","0.99","3.94"
"01/17/2025 8:00:00 AM","Meter #80395501g - Off-Peak","0.00",""
"01/17/2025 8:15:00 AM","Meter #80395501 - Off-Peak","1.00","4.00"
"01/17/2025 8:15:00 AM","Meter #80395501g - Off-Peak","0.00",""
"01/17/2025 8:30:00 AM","Meter #80395501 - Off-Peak","1.00","4.00"
"01/17/2025 8:30:00 AM","Meter #80395501g - Off-Peak","0.00",""
"01/17/2025 8:45:00 AM","Meter #80395501 - Off-Peak","1.00","4.02"
"01/17/2025 8:45:00 AM","Meter #80395501g - Off-Peak","0.00",""
"01/17/2025 9:00:00 AM","Meter #80395501 - Off-Peak","0.99","3.94"
"01/17/2025 9:00:00 AM","Meter #80395501g - Off-Peak","0.00",""
"01/17/2025 9:15:00 AM","Meter #80395501 - Off-Peak","1.00","3.98"
"01/17/2025 9:15:00 AM","Meter #80395501g - Off-Peak","0.00",""
"01/17/2025 9:30:00 AM","Meter #80395501 - Off-Peak","1.01","4.02"
"01/17/2025 9:30:00 AM","Meter #80395501g - Off-Peak","0.00",""
"01/17/2025 9:45:00 AM","Meter #80395501 - Off-Peak","1.00","3.99"
"01/17/2025 9:45:00 AM","Meter #80395501g - Off-Peak","0.00",""
"01/17/2025 10:00:00 AM","Meter #80395501 - Off-Peak","1.01","4.03"
"01/17/2025 10:00:00 AM","Meter #80395501g - Off-Peak","0.00",""
"01/17/2025 10:15:00 AM","Meter #80395501 - Off-Peak","0.99","3.98"
"01/17/2025 10:15:00 AM","Meter #80395501g - Off-Peak","0.00",""
"01/17/2025 10:30:00 AM","Meter #80395501 - Off-Peak","0.98","3.91"
"01/17/2025 10:30:00 AM","Meter #80395501g - Off-Peak","0.00",""
"01/17/2025 10:45:00 AM","Meter #80395501 - Off-Peak","0.99","3.94"
"01/17/2025 10:45:00 AM","Meter #80395501g - Off-Peak","0.00",""
"01/17/2025 11:00:00 AM","Meter #80395501 - Off-Peak","0.83","3.32"
"01/17/2025 11:00:00 AM","Meter #80395501g - Off-Peak","0.00",""
"01/17/2025 11:15:00 AM","Meter #80395501 - Off-Peak","0.82","3.27"
"01/17/2025 11:15:00 AM","Meter #80395501g - Off-Peak","0.00",""
"01/17/2025 11:30:00 AM","Meter #80395501 - Off-Peak","0.82","3.30"
"01/17/2025 11:30:00 AM","Meter #80395501g - Off-Peak","0.00",""
"01/17/2025 11:45:00 AM","Meter #80395501 - Off-Peak","0.84","3.36"
"01/17/2025 11:45:00 AM","Meter #80395501g - Off-Peak","0.00",""
"01/17/2025 12:00:00 PM","Meter #80395501 - Off-Peak","1.04","4.18"
"01/17/2025 12:00:00 PM","Meter #80395501g - Off-Peak","0.00",""
"01/17/2025 12:15:00 PM","Meter #80395501 - Off-Peak","1.06","4.25"
"01/17/2025 12:15:00 PM","Meter #80395501g - Off-Peak","0.00",""
"01/17/2025 12:30:00 PM","Meter #80395501 - Off-Peak","1.17","4.70"
"01/17/2025 12:30:00 PM","Meter #80395501g - Off-Peak","0.00",""
"01/17/2025 12:45:00 PM","Meter #80395501 - Off-Peak","0.94","3.76"
"01/17/2025 12:45:00 PM","Meter #80395501g - Off-Peak","0.00",""
"01/17/2025 1:00:00 PM","Meter #80395501 - Off-Peak","0.80","3.19"
"01/17/2025 1:00:00 PM","Meter #80395501g - Off-Peak","0.00",""
"01/17/2025 1:15:00 PM","Meter #80395501 - Off-Peak","0.79","3.18"
"01/17/2025 1:15:00 PM","Meter #80395501g - Off-Peak","0.00",""
"01/17/2025 1:30:00 PM","Meter #80395501 - Off-Peak","0.80","3.20"
"01/17/2025 1:30:00 PM","Meter #80395501g - Off-Peak","0.00",""
"01/17/2025 1:45:00 PM","Meter #80395501 - Off-Peak","0.80","3.21"
"01/17/2025 1:45:00 PM","Meter #80395501g - Off-Peak","0.00",""
"01/17/2025 2:00:00 PM","Meter #80395501 - Off-Peak","0.79","3.15"
"01/17/2025 2:00:00 PM","Meter #80395501g - Off-Peak","0.00",""
"01/17/2025 2:15:00 PM","Meter #80395501 - Off-Peak","0.80","3.21"
"01/17/2025 2:15:00 PM","Meter #80395501g - Off-Peak","0.00",""
"01/17/2025 2:30:00 PM","Meter #80395501 - Off-Peak","0.83","3.32"
"01/17/2025 2:30:00 PM","Meter #80395501g - Off-Peak","0.00",""
"01/17/2025 2:45:00 PM","Meter #80395501 - Off-Peak","0.82","3.27"
"01/17/2025 2:45:00 PM","Meter #80395501g - Off-Peak","0.00",""
"01/17/2025 3:00:00 PM","Meter #80395501 - On-Peak","0.81","3.25"
"01/17/2025 3:00:00 PM","Meter #80395501g - On-Peak","0.00",""
"01/17/2025 3:15:00 PM","Meter #80395501 - On-Peak","0.81","3.24"
"01/17/2025 3:15:00 PM","Meter #80395501g - On-Peak","0.00",""
"01/17/2025 3:30:00 PM","Meter #80395501 - On-Peak","0.80","3.22"
"01/17/2025 3:30:00 PM","Meter #80395501g - On-Peak","0.00",""
"01/17/2025 3:45:00 PM","Meter #80395501 - On-Peak","0.81","3.24"
"01/17/2025 3:45:00 PM","Meter #80395501g - On-Peak","0.00",""
"01/17/2025 4:00:00 PM","Meter #80395501 - On-Peak","0.81","3.26"
"01/17/2025 4:00:00 PM","Meter #80395501g - On-Peak","0.00",""
"01/17/2025 4:15:00 PM","Meter #80395501 - On-Peak","0.81","3.25"
"01/17/2025 4:15:00 PM","Meter #80395501g - On-Peak","0.00",""
"01/17/2025 4:30:00 PM","Meter #80395501 - On-Peak","0.79","3.17"
"01/17/2025 4:30:00 PM","Meter #80395501g - On-Peak","0.00",""
"01/17/2025 4:45:00 PM","Meter #80395501 - On-Peak","0.80","3.20"
"01/17/2025 4:45:00 PM","Meter #80395501g - On-Peak","0.00",""
"01/17/2025 5:00:00 PM","Meter #80395501 - On-Peak","0.80","3.19"
"01/17/2025 5:00:00 PM","Meter #80395501g - On-Peak","0.00",""
"01/17/2025 5:15:00 PM","Meter #80395501 - On-Peak","0.79","3.18"
"01/17/2025 5:15:00 PM","Meter #80395501g - On-Peak","0.00",""
"01/17/2025 5:30:00 PM","Meter #80395501 - On-Peak","0.83","3.30"
"01/17/2025 5:30:00 PM","Meter #80395501g - On-Peak","0.00",""
"01/17/2025 5:45:00 PM","Meter #80395501 - On-Peak","0.90","3.60"
"01/17/2025 5:45:00 PM","Meter #80395501g - On-Peak","0.00",""
"01/17/2025 6:00:00 PM","Meter #80395501 - On-Peak","1.18","4.72"
"01/17/2025 6:00:00 PM","Meter #80395501g - On-Peak","0.00",""
"01/17/2025 6:15:00 PM","Meter #80395501 - On-Peak","0.92","3.67"
"01/17/2025 6:15:00 PM","Meter #80395501g - On-Peak","0.00",""
"01/17/2025 6:30:00 PM","Meter #80395501 - On-Peak","0.85","3.40"
"01/17/2025 6:30:00 PM","Meter #80395501g - On-Peak","0.00",""
"01/17/2025 6:45:00 PM","Meter #80395501 - On-Peak","0.84","3.38"
"01/17/2025 6:45:00 PM","Meter #80395501g - On-Peak","0.00",""
"01/17/2025 7:00:00 PM","Meter #80395501 - Off-Peak","0.87","3.48"
"01/17/2025 7:00:00 PM","Meter #80395501g - Off-Peak","0.00",""
