Start,Meter,kWh,kW
07/17/2025 9:15:00 AM,Meter #95175892 - Off-Peak,0,0.02
07/17/2025 9:15:00 AM,Meter #95175892g - Off-Peak,-0.27,
07/17/2025 9:30:00 AM,Meter #95175892 - Off-Peak,0,0
07/17/2025 9:30:00 AM,Meter #95175892g - Off-Peak,-0.64,
07/17/2025 9:45:00 AM,Meter #95175892 - Off-Peak,0,0
07/17/2025 9:45:00 AM,Meter #95175892g - Off-Peak,-0.63,
07/17/2025 10:00:00 AM,Meter #95175892 - Off-Peak,0,0
07/17/2025 10:00:00 AM,Meter #95175892g - Off-Peak,-0.77,
07/17/2025 10:15:00 AM,Meter #95175892 - Off-Peak,0,0
07/17/2025 10:15:00 AM,Meter #95175892g - Off-Peak,-0.41,
07/17/2025 10:30:00 AM,Meter #95175892 - Off-Peak,0.09,0.35
07/17/2025 10:30:00 AM,Meter #95175892g - Off-Peak,-0.34,
07/17/2025 10:45:00 AM,Meter #95175892 - Off-Peak,0.14,0.58
07/17/2025 10:45:00 AM,Meter #95175892g - Off-Peak,-0.01,
07/17/2025 11:00:00 AM,Meter #95175892 - Off-Peak,0.02,0.1
07/17/2025 11:00:00 AM,Meter #95175892g - Off-Peak,-0.14,
07/17/2025 11:15:00 AM,Meter #95175892 - Off-Peak,0,0.02
07/17/2025 11:15:00 AM,Meter #95175892g - Off-Peak,-0.92,
07/17/2025 11:30:00 AM,Meter #95175892 - Off-Peak,0,0
07/17/2025 11:30:00 AM,Meter #95175892g - Off-Peak,-0.84,
07/17/2025 11:45:00 AM,Meter #95175892 - Off-Peak,0.03,0.11
07/17/2025 11:45:00 AM,Meter #95175892g - Off-Peak,-0.29,
07/17/2025 12:00:00 PM,Meter #95175892 - Off-Peak,0,0
07/17/2025 12:00:00 PM,Meter #95175892g - Off-Peak,-1.82,
07/17/2025 12:15:00 PM,Meter #95175892 - Off-Peak,0,0
07/17/2025 12:15:00 PM,Meter #95175892g - Off-Peak,-1.63,
07/17/2025 12:30:00 PM,Meter #95175892 - Off-Peak,0,0
07/17/2025 12:30:00 PM,Meter #95175892g - Off-Peak,-2.02,
07/17/2025 12:45:00 PM,Meter #95175892 - Off-Peak,0,0
07/17/2025 12:45:00 PM,Meter #95175892g - Off-Peak,-1.93,
07/17/2025 1:00:00 PM,Meter #95175892 - Off-Peak,0,0
07/17/2025 1:00:00 PM,Meter #95175892g - Off-Peak,-1.61,
07/17/2025 1:15:00 PM,Meter #95175892 - Off-Peak,0.53,2.13
07/17/2025 1:15:00 PM,Meter #95175892g - Off-Peak,-0.89,
07/17/2025 1:30:00 PM,Meter #95175892 - Off-Peak,0,0
07/17/2025 1:30:00 PM,Meter #95175892g - Off-Peak,-1.91,
07/17/2025 1:45:00 PM,Meter #95175892 - Off-Peak,0,0
07/17/2025 1:45:00 PM,Meter #95175892g - Off-Peak,-1.77,
07/17/2025 2:00:00 PM,Meter #95175892 - Off-Peak,0,0
07/17/2025 2:00:00 PM,Meter #95175892g - Off-Peak,-1.76,
07/17/2025 2:15:00 PM,Meter #95175892 - Off-Peak,0,0
07/17/2025 2:15:00 PM,Meter #95175892g - Off-Peak,-1.39,
07/17/2025 2:30:00 PM,Meter #95175892 - Off-Peak,0,0
07/17/2025 2:30:00 PM,Meter #95175892g - Off-Peak,-0.93,
07/17/2025 2:45:00 PM,Meter #95175892 - Off-Peak,0,0
07/17/2025 2:45:00 PM,Meter #95175892g - Off-Peak,-1.4,
07/17/2025 3:00:00 PM,Meter #95175892 - On-Peak,0,0
07/17/2025 3:00:00 PM,Meter #95175892g - On-Peak,-2.14,
07/17/2025 3:15:00 PM,Meter #95175892 - On-Peak,0,0
07/17/2025 3:15:00 PM,Meter #95175892g - On-Peak,-2.04,
07/17/2025 3:30:00 PM,Meter #95175892 - On-Peak,0,0
07/17/2025 3:30:00 PM,Meter #95175892g - On-Peak,-1.98,
07/17/2025 3:45:00 PM,Meter #95175892 - On-Peak,0,0
07/17/2025 3:45:00 PM,Meter #95175892g - On-Peak,-1.8,
07/17/2025 4:00:00 PM,Meter #95175892 - On-Peak,0,0
07/17/2025 4:00:00 PM,Meter #95175892g - On-Peak,-1.77,
07/17/2025 4:15:00 PM,Meter #95175892 - On-Peak,0,0
07/17/2025 4:15:00 PM,Meter #95175892g - On-Peak,-1.66,
07/17/2025 4:30:00 PM,Meter #95175892 - On-Peak,0,0
07/17/2025 4:30:00 PM,Meter #95175892g - On-Peak,-1.68,
07/17/2025 4:45:00 PM,Meter #95175892 - On-Peak,0,0.02
07/17/2025 4:45:00 PM,Meter #95175892g - On-Peak,-0.99,
07/17/2025 5:00:00 PM,Meter #95175892 - On-Peak,0,0
07/17/2025 5:00:00 PM,Meter #95175892g - On-Peak,-1.26,
07/17/2025 5:15:00 PM,Meter #95175892 - On-Peak,0,0.02
07/17/2025 5:15:00 PM,Meter #95175892g - On-Peak,-0.62,
07/17/2025 5:30:00 PM,Meter #95175892 - On-Peak,0.04,0.14
07/17/2025 5:30:00 PM,Meter #95175892g - On-Peak,-0.51,
07/17/2025 5:45:00 PM,Meter #95175892 - On-Peak,0.02,0.08
07/17/2025 5:45:00 PM,Meter #95175892g - On-Peak,-0.16,
07/17/2025 6:00:00 PM,Meter #95175892 - On-Peak,0.41,1.63
07/17/2025 6:00:00 PM,Meter #95175892g - On-Peak,-0.02,
07/17/2025 6:15:00 PM,Meter #95175892 - On-Peak,0.32,1.28
07/17/2025 6:15:00 PM,Meter #95175892g - On-Peak,0,
07/17/2025 6:30:00 PM,Meter #95175892 - On-Peak,0.24,0.94
07/17/2025 6:30:00 PM,Meter #95175892g - On-Peak,0,
07/17/2025 6:45:00 PM,Meter #95175892 - On-Peak,0.05,0.19
07/17/2025 6:45:00 PM,Meter #95175892g - On-Peak,-0.17,
07/17/2025 7:00:00 PM,Meter #95175892 - Off-Peak,0.88,3.54
07/17/2025 7:00:00 PM,Meter #95175892g - Off-Peak,0,
07/17/2025 7:15:00 PM,Meter #95175892 - Off-Peak,1.08,4.32
07/17/2025 7:15:00 PM,Meter #95175892g - Off-Peak,0,
07/17/2025 7:30:00 PM,Meter #95175892 - Off-Peak,1.12,4.5
07/17/2025 7:30:00 PM,Meter #95175892g - Off-Peak,0,
07/17/2025 7:45:00 PM,Meter #95175892 - Off-Peak,0.86,3.44
07/17/2025 7:45:00 PM,Meter #95175892g - Off-Peak,0,
07/17/2025 8:00:00 PM,Meter #95175892 - Off-Peak,0.79,3.17
07/17/2025 8:00:00 PM,Meter #95175892g - Off-Peak,0,
07/17/2025 8:15:00 PM,Meter #95175892 - Off-Peak,0.93,3.71
07/17/2025 8:15:00 PM,Meter #95175892g - Off-Peak,0,
07/17/2025 8:30:00 PM,Meter #95175892 - Off-Peak,1.1,4.38
07/17/2025 8:30:00 PM,Meter #95175892g - Off-Peak,0,
07/17/2025 8:45:00 PM,Meter #95175892 - Off-Peak,0.94,3.78
07/17/2025 8:45:00 PM,Meter #95175892g - Off-Peak,0,
07/17/2025 9:00:00 PM,Meter #95175892 - Off-Peak,0.79,3.17
07/17/2025 9:00:00 PM,Meter #95175892g - Off-Peak,0,
07/17/2025 9:15:00 PM,Meter #95175892 - Off-Peak,0.89,3.55
07/17/2025 9:15:00 PM,Meter #95175892g - Off-Peak,0,
07/17/2025 9:30:00 PM,Meter #95175892 - Off-Peak,0.97,3.89
07/17/2025 9:30:00 PM,Meter #95175892g - Off-Peak,0,
07/17/2025 9:45:00 PM,Meter #95175892 - Off-Peak,0.79,3.17
07/17/2025 9:45:00 PM,Meter #95175892g - Off-Peak,0,
07/17/2025 10:00:00 PM,Meter #95175892 - Off-Peak,6.29,25.17
07/17/2025 10:00:00 PM,Meter #95175892g - Off-Peak,0,
07/17/2025 10:15:00 PM,Meter #95175892 - Off-Peak,6.42,25.68
07/17/2025 10:15:00 PM,Meter #95175892g - Off-Peak,0,
07/17/2025 10:30:00 PM,Meter #95175892 - Off-Peak,6.12,24.46
07/17/2025 10:30:00 PM,Meter #95175892g - Off-Peak,0,
07/17/2025 10:45:00 PM,Meter #95175892 - Off-Peak,5.95,23.81
07/17/2025 10:45:00 PM,Meter #95175892g - Off-Peak,0,
07/17/2025 11:00:00 PM,Meter #95175892 - Off-Peak,5.31,21.23
07/17/2025 11:00:00 PM,Meter #95175892g - Off-Peak,0,
07/17/2025 11:15:00 PM,Meter #95175892 - Off-Peak,3.34,13.38
07/17/2025 11:15:00 PM,Meter #95175892g - Off-Peak,0,
07/17/2025 11:30:00 PM,Meter #95175892 - Off-Peak,1.38,5.52
07/17/2025 11:30:00 PM,Meter #95175892g - Off-Peak,0,
07/17/2025 11:45:00 PM,Meter #95175892 - Off-Peak,1.11,4.43
07/17/2025 11:45:00 PM,Meter #95175892g - Off-Peak,0,
07/18/2025 12:00:00 AM,Meter #95175892 - Off-Peak,0.96,3.82
07/18/2025 12:00:00 AM,Meter #95175892g - Off-Peak,0,
07/18/2025 12:15:00 AM,Meter #95175892 - Off-Peak,0.53,2.11
07/18/2025 12:15:00 AM,Meter #95175892g - Off-Peak,0,
07/18/2025 12:30:00 AM,Meter #95175892 - Off-Peak,0.71,2.83
07/18/2025 12:30:00 AM,Meter #95175892g - Off-Peak,0,
07/18/2025 12:45:00 AM,Meter #95175892 - Off-Peak,3.19,12.77
07/18/2025 12:45:00 AM,Meter #95175892g - Off-Peak,0,
07/18/2025 1:00:00 AM,Meter #95175892 - Off-Peak,2.42,9.7
07/18/2025 1:00:00 AM,Meter #95175892g - Off-Peak,0,
07/18/2025 1:15:00 AM,Meter #95175892 - Off-Peak,0.61,2.43
07/18/2025 1:15:00 AM,Meter #95175892g - Off-Peak,0,
07/18/2025 1:30:00 AM,Meter #95175892 - Off-Peak,0.94,3.78
07/18/2025 1:30:00 AM,Meter #95175892g - Off-Peak,0,
07/18/2025 1:45:00 AM,Meter #95175892 - Off-Peak,0.59,2.37
07/18/2025 1:45:00 AM,Meter #95175892g - Off-Peak,0,
07/18/2025 2:00:00 AM,Meter #95175892 - Off-Peak,0.51,2.03
07/18/2025 2:00:00 AM,Meter #95175892g - Off-Peak,0,
07/18/2025 2:15:00 AM,Meter #95175892 - Off-Peak,0.34,1.38
07/18/2025 2:15:00 AM,Meter #95175892g - Off-Peak,0,
07/18/2025 2:30:00 AM,Meter #95175892 - Off-Peak,0.46,1.86
07/18/2025 2:30:00 AM,Meter #95175892g - Off-Peak,0,
07/18/2025 2:45:00 AM,Meter #95175892 - Off-Peak,0.38,1.52
07/18/2025 2:45:00 AM,Meter #95175892g - Off-Peak,0,
07/18/2025 3:00:00 AM,Meter #95175892 - Off-Peak,1.04,4.16
07/18/2025 3:00:00 AM,Meter #95175892g - Off-Peak,0,
07/18/2025 3:15:00 AM,Meter #95175892 - Off-Peak,0.45,1.79
07/18/2025 3:15:00 AM,Meter #95175892g - Off-Peak,0,
07/18/2025 3:30:00 AM,Meter #95175892 - Off-Peak,0.28,1.14
07/18/2025 3:30:00 AM,Meter #95175892g - Off-Peak,0,
07/18/2025 3:45:00 AM,Meter #95175892 - Off-Peak,0.32,1.3
07/18/2025 3:45:00 AM,Meter #95175892g - Off-Peak,0,
07/18/2025 4:00:00 AM,Meter #95175892 - Off-Peak,0.2,0.78
07/18/2025 4:00:00 AM,Meter #95175892g - Off-Peak,0,
07/18/2025 4:15:00 AM,Meter #95175892 - Off-Peak,0.28,1.1
07/18/2025 4:15:00 AM,Meter #95175892g - Off-Peak,0,
07/18/2025 4:30:00 AM,Meter #95175892 - Off-Peak,0.28,1.12
07/18/2025 4:30:00 AM,Meter #95175892g - Off-Peak,0,
07/18/2025 4:45:00 AM,Meter #95175892 - Off-Peak,0.2,0.78
07/18/2025 4:45:00 AM,Meter #95175892g - Off-Peak,0,
07/18/2025 5:00:00 AM,Meter #95175892 - Off-Peak,0.33,1.31
07/18/2025 5:00:00 AM,Meter #95175892g - Off-Peak,0,
07/18/2025 5:15:00 AM,Meter #95175892 - Off-Peak,0.2,0.8
07/18/2025 5:15:00 AM,Meter #95175892g - Off-Peak,0,
07/18/2025 5:30:00 AM,Meter #95175892 - Off-Peak,0.29,1.15
07/18/2025 5:30:00 AM,Meter #95175892g - Off-Peak,0,
07/18/2025 5:45:00 AM,Meter #95175892 - Off-Peak,1.22,4.86
07/18/2025 5:45:00 AM,Meter #95175892g - Off-Peak,0,
07/18/2025 6:00:00 AM,Meter #95175892 - Off-Peak,0.16,0.62
07/18/2025 6:00:00 AM,Meter #95175892g - Off-Peak,0,
07/18/2025 6:15:00 AM,Meter #95175892 - Off-Peak,0.25,1.01
07/18/2025 6:15:00 AM,Meter #95175892g - Off-Peak,0,
07/18/2025 6:30:00 AM,Meter #95175892 - Off-Peak,0.23,0.93
07/18/2025 6:30:00 AM,Meter #95175892g - Off-Peak,0,
07/18/2025 6:45:00 AM,Meter #95175892 - Off-Peak,0.45,1.81
07/18/2025 6:45:00 AM,Meter #95175892g - Off-Peak,0,
07/18/2025 7:00:00 AM,Meter #95175892 - Off-Peak,1.72,6.86
07/18/2025 7:00:00 AM,Meter #95175892g - Off-Peak,0,
07/18/2025 7:15:00 AM,Meter #95175892 - Off-Peak,0.34,1.34
07/18/2025 7:15:00 AM,Meter #95175892g - Off-Peak,-0.01,
07/18/2025 7:30:00 AM,Meter #95175892 - Off-Peak,0.13,0.53
07/18/2025 7:30:00 AM,Meter #95175892g - Off-Peak,-0.06,
07/18/2025 7:45:00 AM,Meter #95175892 - Off-Peak,0.47,1.89
07/18/2025 7:45:00 AM,Meter #95175892g - Off-Peak,0,
07/18/2025 8:00:00 AM,Meter #95175892 - Off-Peak,0.16,0.62
07/18/2025 8:00:00 AM,Meter #95175892g - Off-Peak,-0.06,
07/18/2025 8:15:00 AM,Meter #95175892 - Off-Peak,0.07,0.29
07/18/2025 8:15:00 AM,Meter #95175892g - Off-Peak,-0.19,
07/18/2025 8:30:00 AM,Meter #95175892 - Off-Peak,0,0
07/18/2025 8:30:00 AM,Meter #95175892g - Off-Peak,-0.66,
07/18/2025 8:45:00 AM,Meter #95175892 - Off-Peak,0,0.02
07/18/2025 8:45:00 AM,Meter #95175892g - Off-Peak,-0.44,
07/18/2025 9:00:00 AM,Meter #95175892 - Off-Peak,0,0
07/18/2025 9:00:00 AM,Meter #95175892g - Off-Peak,-0.8,
07/18/2025 9:15:00 AM,Meter #95175892 - Off-Peak,0.01,0.05
07/18/2025 9:15:00 AM,Meter #95175892g - Off-Peak,-0.5,
07/18/2025 9:30:00 AM,Meter #95175892 - Off-Peak,0,0
07/18/2025 9:30:00 AM,Meter #95175892g - Off-Peak,-0.46,
07/18/2025 9:45:00 AM,Meter #95175892 - Off-Peak,0.05,0.21
07/18/2025 9:45:00 AM,Meter #95175892g - Off-Peak,-0.14,
07/18/2025 10:00:00 AM,Meter #95175892 - Off-Peak,0.11,0.43
07/18/2025 10:00:00 AM,Meter #95175892g - Off-Peak,-0.01,
07/18/2025 10:15:00 AM,Meter #95175892 - Off-Peak,0,0
07/18/2025 10:15:00 AM,Meter #95175892g - Off-Peak,-0.45,
07/18/2025 10:30:00 AM,Meter #95175892 - Off-Peak,0,0
07/18/2025 10:30:00 AM,Meter #95175892g - Off-Peak,-0.72,
07/18/2025 10:45:00 AM,Meter #95175892 - Off-Peak,0,0
07/18/2025 10:45:00 AM,Meter #95175892g - Off-Peak,-0.66,
07/18/2025 11:00:00 AM,Meter #95175892 - Off-Peak,0,0
07/18/2025 11:00:00 AM,Meter #95175892g - Off-Peak,-1.24,
07/18/2025 11:15:00 AM,Meter #95175892 - Off-Peak,0,0
07/18/2025 11:15:00 AM,Meter #95175892g - Off-Peak,-1.59,
07/18/2025 11:30:00 AM,Meter #95175892 - Off-Peak,0,0
07/18/2025 11:30:00 AM,Meter #95175892g - Off-Peak,-1.37,
07/18/2025 11:45:00 AM,Meter #95175892 - Off-Peak,0,0
07/18/2025 11:45:00 AM,Meter #95175892g - Off-Peak,-0.65,
07/18/2025 12:00:00 PM,Meter #95175892 - Off-Peak,0.01,0.05
07/18/2025 12:00:00 PM,Meter #95175892g - Off-Peak,-0.36,
07/18/2025 12:15:00 PM,Meter #95175892 - Off-Peak,0,0
07/18/2025 12:15:00 PM,Meter #95175892g - Off-Peak,-0.33,
07/18/2025 12:30:00 PM,Meter #95175892 - Off-Peak,0.02,0.06
07/18/2025 12:30:00 PM,Meter #95175892g - Off-Peak,-0.05,
07/18/2025 12:45:00 PM,Meter #95175892 - Off-Peak,0.14,0.56
07/18/2025 12:45:00 PM,Meter #95175892g - Off-Peak,-0.02,
07/18/2025 1:00:00 PM,Meter #95175892 - Off-Peak,0.23,0.91
07/18/2025 1:00:00 PM,Meter #95175892g - Off-Peak,0,
07/18/2025 1:15:00 PM,Meter #95175892 - Off-Peak,0.02,0.1
07/18/2025 1:15:00 PM,Meter #95175892g - Off-Peak,-0.12,
07/18/2025 1:30:00 PM,Meter #95175892 - Off-Peak,0,0
07/18/2025 1:30:00 PM,Meter #95175892g - Off-Peak,-0.94,
07/18/2025 1:45:00 PM,Meter #95175892 - Off-Peak,0,0
07/18/2025 1:45:00 PM,Meter #95175892g - Off-Peak,-1.16,
07/18/2025 2:00:00 PM,Meter #95175892 - Off-Peak,0,0
07/18/2025 2:00:00 PM,Meter #95175892g - Off-Peak,-0.54,
07/18/2025 2:15:00 PM,Meter #95175892 - Off-Peak,0,0
07/18/2025 2:15:00 PM,Meter #95175892g - Off-Peak,-1.27,
07/18/2025 2:30:00 PM,Meter #95175892 - Off-Peak,0,0
07/18/2025 2:30:00 PM,Meter #95175892g - Off-Peak,-1.41,
07/18/2025 2:45:00 PM,Meter #95175892 - Off-Peak,0,0
07/18/2025 2:45:00 PM,Meter #95175892g - Off-Peak,-1.49,
07/18/2025 3:00:00 PM,Meter #95175892 - On-Peak,0,0
07/18/2025 3:00:00 PM,Meter #95175892g - On-Peak,-2.06,
07/18/2025 3:15:00 PM,Meter #95175892 - On-Peak,0,0
07/18/2025 3:15:00 PM,Meter #95175892g - On-Peak,-2,
07/18/2025 3:30:00 PM,Meter #95175892 - On-Peak,0,0
07/18/2025 3:30:00 PM,Meter #95175892g - On-Peak,-1.94,
07/18/2025 3:45:00 PM,Meter #95175892 - On-Peak,0,0
07/18/2025 3:45:00 PM,Meter #95175892g - On-Peak,-2.02,
07/18/2025 4:00:00 PM,Meter #95175892 - On-Peak,0,0
07/18/2025 4:00:00 PM,Meter #95175892g - On-Peak,-2.04,
07/18/2025 4:15:00 PM,Meter #95175892 - On-Peak,0,0
07/18/2025 4:15:00 PM,Meter #95175892g - On-Peak,-1.99,
07/18/2025 4:30:00 PM,Meter #95175892 - On-Peak,0,0
07/18/2025 4:30:00 PM,Meter #95175892g - On-Peak,-1.91,
07/18/2025 4:45:00 PM,Meter #95175892 - On-Peak,0,0.02
07/18/2025 4:45:00 PM,Meter #95175892g - On-Peak,-1.6,
07/18/2025 5:00:00 PM,Meter #95175892 - On-Peak,0,0
07/18/2025 5:00:00 PM,Meter #95175892g - On-Peak,-1.12,
07/18/2025 5:15:00 PM,Meter #95175892 - On-Peak,0,0
07/18/2025 5:15:00 PM,Meter #95175892g - On-Peak,-0.86,
07/18/2025 5:30:00 PM,Meter #95175892 - On-Peak,0,0
07/18/2025 5:30:00 PM,Meter #95175892g - On-Peak,-0.74,
07/18/2025 5:45:00 PM,Meter #95175892 - On-Peak,0,0
07/18/2025 5:45:00 PM,Meter #95175892g - On-Peak,-1.2,
07/18/2025 6:00:00 PM,Meter #95175892 - On-Peak,0,0
07/18/2025 6:00:00 PM,Meter #95175892g - On-Peak,-1.08,
07/18/2025 6:15:00 PM,Meter #95175892 - On-Peak,0,0
07/18/2025 6:15:00 PM,Meter #95175892g - On-Peak,-0.67,
07/18/2025 6:30:00 PM,Meter #95175892 - On-Peak,0.02,0.08
07/18/2025 6:30:00 PM,Meter #95175892g - On-Peak,-0.32,
07/18/2025 6:45:00 PM,Meter #95175892 - On-Peak,0.18,0.7
07/18/2025 6:45:00 PM,Meter #95175892g - On-Peak,0,
07/18/2025 7:00:00 PM,Meter #95175892 - Off-Peak,0.09,0.35
07/18/2025 7:00:00 PM,Meter #95175892g - Off-Peak,-0.12,
07/18/2025 7:15:00 PM,Meter #95175892 - Off-Peak,0.42,1.68
07/18/2025 7:15:00 PM,Meter #95175892g - Off-Peak,0,
07/18/2025 7:30:00 PM,Meter #95175892 - Off-Peak,0.7,2.78
07/18/2025 7:30:00 PM,Meter #95175892g - Off-Peak,0,
07/18/2025 7:45:00 PM,Meter #95175892 - Off-Peak,0.8,3.18
07/18/2025 7:45:00 PM,Meter #95175892g - Off-Peak,0,
07/18/2025 8:00:00 PM,Meter #95175892 - Off-Peak,0.53,2.11
07/18/2025 8:00:00 PM,Meter #95175892g - Off-Peak,0,
07/18/2025 8:15:00 PM,Meter #95175892 - Off-Peak,0.64,2.56
07/18/2025 8:15:00 PM,Meter #95175892g - Off-Peak,0,
07/18/2025 8:30:00 PM,Meter #95175892 - Off-Peak,0.57,2.29
07/18/2025 8:30:00 PM,Meter #95175892g - Off-Peak,0,
07/18/2025 8:45:00 PM,Meter #95175892 - Off-Peak,0.51,2.03
07/18/2025 8:45:00 PM,Meter #95175892g - Off-Peak,0,
07/18/2025 9:00:00 PM,Meter #95175892 - Off-Peak,0.26,1.02
07/18/2025 9:00:00 PM,Meter #95175892g - Off-Peak,0,
07/18/2025 9:15:00 PM,Meter #95175892 - Off-Peak,0.28,1.1
07/18/2025 9:15:00 PM,Meter #95175892g - Off-Peak,0,
07/18/2025 9:30:00 PM,Meter #95175892 - Off-Peak,0.23,0.93
07/18/2025 9:30:00 PM,Meter #95175892g - Off-Peak,0,
07/18/2025 9:45:00 PM,Meter #95175892 - Off-Peak,0.21,0.83
07/18/2025 9:45:00 PM,Meter #95175892g - Off-Peak,0,
07/18/2025 10:00:00 PM,Meter #95175892 - Off-Peak,2.94,11.76
07/18/2025 10:00:00 PM,Meter #95175892g - Off-Peak,0,
07/18/2025 10:15:00 PM,Meter #95175892 - Off-Peak,3.01,12.03
07/18/2025 10:15:00 PM,Meter #95175892g - Off-Peak,0,
07/18/2025 10:30:00 PM,Meter #95175892 - Off-Peak,3,12.02
07/18/2025 10:30:00 PM,Meter #95175892g - Off-Peak,0,
07/18/2025 10:45:00 PM,Meter #95175892 - Off-Peak,3.02,12.1
